lang_description,lang_code,constant_name,definition
Korean,kr,Templates,템플릿
Korean,kr,Temporal Art.{{Temporal Artery}},시간 예술. {{시간축 동맥}}
Korean,kr,Temporal Arteries,측두엽
Korean,kr,Temporal Artery,측두 동맥
Korean,kr,Temporary Lodging,임시 숙박
Korean,kr,temp{{temporal}},임시 {{시간적}}
Korean,kr,Tendon injury,텐돈 부상
Korean,kr,Tendonitis / osis / bursitis,Tendonitis / osis / 활액낭염
Korean,kr,Tension,장력
Korean,kr,Tentative Invoice Ref No,임시 송장 참조 번호
Korean,kr,Terms and Conditions,이용 약관
Korean,kr,Tertiary,제삼기
Korean,kr,Tertiary Insurance,고등 의료 보험
Korean,kr,Tertiary Insurance Data,3 차 보험 데이터
Korean,kr,Tertiary Insurance provider,고등학생 보험 회사
Korean,kr,"Test only, skip updates",테스트 만하고 업데이트는 건너 뜁니다.
Korean,kr,Test Scheduling,시험 일정
Korean,kr,Test System,테스트 시스템
Korean,kr,Test/Order,테스트 / 주문
Korean,kr,Tests Performed,수행 된 테스트
Korean,kr,Text,텍스트
Korean,kr,Text Diagnosis,텍스트 진단
Korean,kr,Text field,텍스트 필드
Korean,kr,Text for Custom statement message.,사용자 지정 문 메시지의 텍스트입니다.
Korean,kr,Text for fifth account message.,다섯 번째 계정 메시지의 텍스트입니다.
Korean,kr,Text for first account message.,첫 번째 계정 메시지의 텍스트입니다.
Korean,kr,Text for fourth account message.,네 번째 계정 메시지의 텍스트입니다.
Korean,kr,Text for second account message.,두 번째 계정 메시지의 텍스트입니다.
Korean,kr,Text for third account message.,세 번째 계정 메시지의 텍스트입니다.
Korean,kr,Text Message permission,문자 메시지 사용 권한
Korean,kr,Text-date,텍스트 - 날짜
Korean,kr,text-date,텍스트 - 날짜
Korean,kr,Textarea,텍스트 영역
Korean,kr,textarea,텍스트 영역
Korean,kr,Textbox,텍스트 상자
Korean,kr,textbox,텍스트 상자
Korean,kr,Textbox list,텍스트 상자 목록
Korean,kr,textbox list,텍스트 상자 목록
Korean,kr,Thai,타이
Korean,kr,Thank You,감사
Korean,kr,Thank you for choosing,선택 해주셔서 감사합니다
Korean,kr,The 'Clear' button will remove all annotations.,'지우기'버튼은 모든 주석을 제거합니다.
Korean,kr,"The 'Edit' window is divided into two columns, 'Active' and 'Inactive'. The groups (AROs) that are listed in the active column are those groups that the user belongs to.",'편집'창은 '활성'및 '비활성'열로 나뉩니다. 활성 열에 나열된 그룹 (ARO)은 사용자가 속한 그룹입니다.
Korean,kr,The *Tab* key creates each entry.,* Tab * 키는 각 항목을 작성합니다.
Korean,kr,The above statement failed,위의 성명서는 실패했습니다.
Korean,kr,The ACL page two sections.,ACL 페이지는 두 섹션으로 구성됩니다.
Korean,kr,The Apache SSL server certificate and public key,Apache SSL 서버 인증서 및 공개 키
Korean,kr,The Certificate Authority certificate,인증 기관 인증서
Korean,kr,The claim file: ,소유권 주장 파일 :
Korean,kr,The compatible staged US Extension SNOMED package has already been installed.,호환 가능한 준비된 US Extension SNOMED 패키지가 이미 설치되었습니다.
Korean,kr,The corresponding private key,해당 개인 키
Korean,kr,The data integrity test failed for this form,이 양식에 대해 데이터 무결성 검사가 실패했습니다.
Korean,kr,The default code type to search for in the Fee Sheet.,요금표에서 검색 할 기본 코드 유형입니다.
Korean,kr,"The default installation has six such groups - Accounting, Administrators, Clinicians, Emergency Login, Front Office and Physicians.","기본 설치에는 회계, 관리자, 임상의, 긴급 로그인, 프론트 오피스 및 의사와 같은 6 개의 그룹이 있습니다."
Korean,kr,the Denial code is,거부 코드는
Korean,kr,the Denial Group code is,거부 그룹 코드는
Korean,kr,The destination form was closed,목적지 양식이 닫혔습니다.
Korean,kr,The destination form was closed; I cannot act on your selection.,대상 양식이 닫혔습니다. 나는 선택에 따라 행동 할 수 없다.
Korean,kr,"The Encounter Preview button is useful for showing encounter type layout forms as seen when using form in an encounter. Note, this feature is only useful for showing encounter forms and won't display system forms like Demographics",Encounter Preview 버튼은 만남에서 양식을 사용할 때 볼 수있는 만남 유형 레이아웃 양식을 표시 할 때 유용합니다. 이 기능은 만남 양식을 표시 할 때만 유용하며 인구 통계와 같은 시스템 양식은 표시하지 않습니다.
Korean,kr,The entire collection of ACOs forms the Access Control List (ACL).,전체 ACO 모음은 액세스 제어 목록 (ACL)을 구성합니다.
Korean,kr,The entity performing this procedure,이 절차를 수행하는 엔티티
Korean,kr,"The EP, eligible hospital or CAH who receives a patient from another setting of care or provider of care or believes an encounter is relevant should perform medication reconciliation.","EP, 자격이되는 병원 또는 다른 진료 제공자 또는 진료 제공자로부터 환자를 받거나 진료가 적절하다고 생각하는 CAH는 약물 조정을 수행해야합니다."
Korean,kr,"The EP, eligible hospital or CAH who transitions their patient to another setting of care or provider of care or refers their patient to another provider of care should provide summary of care record for each transition of care or referral (Measure A).","EP, 자격이되는 병원 또는 환자를 다른 보육 환경이나 보살핌 제공자로 전환하거나 환자를 다른 보육 기관으로 안내하는 CAH는 보살핌 또는 위탁의 각 전환에 대한 간병 기록 요약을 제공해야합니다 (조치 A)."
Korean,kr,"The EP, eligible hospital or CAH who transitions their patient to another setting of care or provider of care or refers their patient to another provider of care should provide summary of care record for each transition of care or referral (Measure B).","EP, 자격이되는 병원 또는 환자를 다른 보육 환경 또는 보살핌 제공자로 전환하거나 환자를 다른 보육 기관으로 안내하는 CAH는 보살핌 또는 위탁 전환 시마다 간호 기록 요약을 제공해야합니다 (B 조치)."
Korean,kr,"The EP, eligible hospital or CAH who transitions their patient to another setting of care or provider of care or refers their patient to another provider of care should provide summary of care record for each transition of care or referral.","EP, 자격이되는 병원 또는 환자를 다른 보육 환경이나 보살핌 제공자로 전환하거나 환자를 다른 보육 제공자에게 소개하는 CAH는 보살핌 또는 소개의 각 전환에 대한 간병 기록 요약을 제공해야합니다."
Korean,kr,The event(s) have been approved.,이벤트가 승인되었습니다.
Korean,kr,The event(s) have been hidden.,이벤트가 숨겨졌습니다.
Korean,kr,The exported data appears in the text area below.  You can copy and paste this into an email or to any other desired destination.,내 보낸 데이터는 아래의 텍스트 영역에 나타납니다. 이것을 전자 메일이나 다른 원하는 대상에 복사하여 붙여 넣을 수 있습니다.
Korean,kr,The exported data appears in the text area below. You can copy and paste this into an email or to any other desired destination (or) download the below link.,내 보낸 데이터는 아래의 텍스트 영역에 나타납니다. 이 파일을 복사하여 이메일이나 다른 원하는 대상에 붙여 넣거나 (또는) 아래 링크를 다운로드 할 수 있습니다.
Korean,kr,The exported data appears in the text area below. You can copy and paste this into an email or to any other desired destination.,내 보낸 데이터는 아래의 텍스트 영역에 나타납니다. 이것을 전자 메일이나 다른 원하는 대상에 복사하여 붙여 넣을 수 있습니다.
Korean,kr,The exported data appears in the text area below. You can copy and paste this into an email or to any other desired destination.{{MARK FOR DELETION DURING NEXT TRANSLATION BUILD}},내 보낸 데이터는 아래의 텍스트 영역에 나타납니다. 이것을 이메일이나 다른 원하는 목적지에 복사하여 붙여 넣을 수 있습니다. {{다음 번역문 작성 중 삭제 표시}}
Korean,kr,The file could not be saved to CouchDB.,파일을 CouchDB에 저장할 수 없습니다.
Korean,kr,"The file could not be succesfully renamed, this error is usually related to permissions problems on the storage system.",파일의 이름을 바꿀 수 없으므로이 오류는 일반적으로 스토리지 시스템의 사용 권한 문제와 관련이 있습니다.
Korean,kr,"The file could not be succesfully stored, this error is usually related to permissions problems on the storage system",파일을 성공적으로 저장할 수 없습니다.이 오류는 일반적으로 스토리지 시스템의 사용 권한 문제와 관련이 있습니다
Korean,kr,"The first (""target"") chart is the one that is considered the most complete and accurate. Demographics, history and insurance sections for this one will be retained.","첫 번째 ( ""대상"") 차트는 가장 완전하고 정확한 것으로 간주되는 차트입니다. 이것에 대한 인구 통계, 역사 및 보험 섹션은 유지됩니다."
Korean,kr,The first step is to download the SNOMED CT release. Access to SNOMED CT is provided by IHTSDO and their member countries. For more information see,첫 번째 단계는 SNOMED CT 릴리즈를 다운로드하는 것입니다. SNOMED CT는 IHTSDO와 그 회원국이 제공합니다. 자세한 내용은을 참조하십시오.
Korean,kr,The first step is to download the VALUESET release. Access to VALUESET is provided by NLM. Only valueset for Eligible Professionals need to be downloaded and it should be downloaded in XML format from Sorted By CMS ID column. For more details see the below link,첫 번째 단계는 VALUESET 릴리스를 다운로드하는 것입니다. VALUESET에 대한 액세스는 NLM에 의해 제공됩니다. 적격 전문가의 값 집합 만 다운로드해야하며 Sorted By CMS ID 열에서 XML 형식으로 다운로드해야합니다. 자세한 내용은 아래 링크를 참조하십시오.
Korean,kr,The first step is to open an account with the Unified Medical Language System web site,첫 번째 단계는 Unified Medical Language System 웹 사이트에 계정을 개설하는 것입니다.
Korean,kr,The following calendar event has been added:,다음 캘린더 일정이 추가되었습니다.
Korean,kr,The following calendar event has been modifed:,다음 캘린더 일정이 수정되었습니다.
Korean,kr,The following categories will be removed from your category List,다음 카테고리가 귀하의 카테고리 목록에서 제거됩니다.
Korean,kr,The following database release is currently installed,다음 데이터베이스 릴리스가 현재 설치되어 있습니다.
Korean,kr,The following documents were attached to this Direct message:,이 직접 메시지에 첨부 된 문서는 다음과 같습니다.
Korean,kr,The following EDI file has been uploaded,다음 EDI 파일이 업로드되었습니다.
Korean,kr,The following Emergency Login User is activated:,다음의 긴급 로그인 사용자가 활성화되었습니다 :
Korean,kr,The following errors occurred,다음 오류가 발생했습니다.
Korean,kr,The following field has an invalid value,다음 입력란에 잘못된 값이 있습니다.
Korean,kr,The following fields are empty.,다음 필드는 비어 있습니다.
Korean,kr,The following fields are required,다음 필드는 필수 항목입니다.
Korean,kr,The following fields have to be filled to send a request.,다음 필드는 요청을 보내기 위해 채워 져야합니다.
Korean,kr,The following fields have to be filled to send request.,요청을 보내려면 다음 필드를 채워야합니다.
Korean,kr,The following International Snomed Release languages are supported,다음 국제 Snomed Release 언어가 지원됩니다.
Korean,kr,The following problems have the same diagnosis codes. Encounter issues will not be updated. Please use the encounter interface instead.,다음 문제에는 동일한 진단 코드가 있습니다. 만남 문제는 업데이트되지 않습니다. 대신 encounter 인터페이스를 사용하십시오.
Korean,kr,The group (ARO) that you created will now appear in alphabetical order in the 'Groups and Access Controls' section.,생성 한 그룹 (ARO)이 이제 '그룹 및 액세스 제어'섹션에 알파벳 순서로 나타납니다.
Korean,kr,The hostname of the ATNA audit repository machine.,ATNA 감사 저장소 시스템의 호스트 이름입니다.
Korean,kr,"The initial window is the invoice search page.  At the top you may enter a source (e.g. check number), pay date and check amount.  The reason for the source and pay date is so that you don\'t have to enter them over and over again for each claim.  The amount that you enter will be decreased for each invoice that is given part of the payment, and hopefully will end at zero when you are done.","초기 창은 인보이스 검색 페이지입니다. 상단에서 소스 (예 : 수표 번호), 지불 날짜 및 수표 금액을 입력 할 수 있습니다. 근원과 지불 날짜를위한 이유는 당신이 각 요구를 위해 그 (것)들을 반복적으로 입력해야하지 않는다 그래야이다. 지불 금액 중 일부가 입력 된 각 인보이스에 대해 입력 한 금액이 줄어들며 완료되면 0으로 끝나기를 바랍니다."
Korean,kr,"The input should be a CSV file with 3 columns: layout ID, code type and code.","입력은 레이아웃 ID, 코드 유형 및 코드의 세 열이있는 CSV 파일이어야합니다."
Korean,kr,The installation directory needs to be created.,설치 디렉토리를 작성해야합니다.
Korean,kr,The installed International SNOMED version is not compatible with the staged US Extension SNOMED package.,설치된 국제 SNOMED 버전은 준비된 US Extension SNOMED 패키지와 호환되지 않습니다.
Korean,kr,The installed International SNOMED version is out of date and not compatible with the staged US Extension SNOMED file.,설치된 국제 SNOMED 버전이 오래되어 준비된 미국 내선 SNOMED 파일과 호환되지 않습니다.
Korean,kr,The installed version and the staged files are the same.,설치된 버전과 준비된 파일은 동일합니다.
Korean,kr,The installed version is a more recent version than the staged files.,설치된 버전은 준비된 파일보다 최신 버전입니다.
Korean,kr,The IP address of your domain controller(s).,도메인 컨트롤러의 IP 주소입니다.
Korean,kr,The items listed in the 'Active' column delineate the privileges of this group (ARO) and constitutes this group's Access Control List (ACL).,'활성'열에 나열된 항목은이 그룹 (ARO)의 권한을 나타내며이 그룹의 ACL (Access Control List)을 구성합니다.
Korean,kr,The label that appears to the user on the form,양식에 사용자에게 표시되는 레이블
Korean,kr,The length should not exceed the following number of characters,길이는 다음 문자 수를 초과해서는 안됩니다.
Korean,kr,The merge will not run unless SSN and DOB for the two charts are identical. DOBs cannot be empty.,두 차트의 SSN과 DOB가 동일하지 않으면 병합이 실행되지 않습니다. DOB는 비워 둘 수 없습니다.
Korean,kr,The message could not be sent at this time.,현재 메시지를 보낼 수 없습니다.
Korean,kr,The new category will be a sub-category of ,새로운 카테고리는 다음의 하위 카테고리가 될 것입니다.
Korean,kr,The new password can not be the same as the current password.,새 암호는 현재 암호와 같을 수 없습니다.
Korean,kr,The new password fields are not the same.,새 암호 필드가 동일하지 않습니다.
Korean,kr,The Number of Future Appointments to Display on the Statement.,명령문에 표시 할 미래 약속 수.
Korean,kr,The number of staged files is incorrect. Only place the file that you wish to install/upgrade to.,준비된 파일의 수가 올바르지 않습니다. 설치 / 업그레이드 할 파일 만 놓습니다.
Korean,kr,The number of staged files is incorrect. Only place the files that you wish to install/upgrade to.,준비된 파일의 수가 올바르지 않습니다. 설치 / 업그레이드 할 파일 만 놓습니다.
Korean,kr,The option Span Entire Row is useful when using Static Text in allowing text to wrap and span entire row regardless of column settings. Another use could be to create an empty row as spacer or add additional option Add Bottom Border to create a line break.Only Bottom Border Row is useful here.,Span Entire Row 옵션은 텍스트가 열 설정에 관계없이 전체 행을 줄 바꿈하도록 허용 할 때 정적 텍스트를 사용할 때 유용합니다. 또 다른 용도는 빈 행을 스페이서로 만들거나 줄 바꿈 추가 옵션을 추가하여 줄 바꿈을 만들 수 있습니다. 아래쪽 테두리 줄만 있으면 유용합니다.
Korean,kr,The options for Outline and Border will either wrap a row in thin border or add a border to the bottom of an item.,외곽선 및 테두리 옵션은 얇은 테두리에 행을 래핑하거나 항목의 아래쪽에 테두리를 추가합니다.
Korean,kr,The page will be redirected to Demographics. You can edit the country field and clickthrough to NewCrop again.,페이지가 인구 통계로 리디렉션됩니다. 국가 필드와 클릭 연결을 NewCrop으로 다시 편집 할 수 있습니다.
Korean,kr,The page you requested was not found. Please check that you typed the URL correctly.,요청한 페이지를 찾을 수 없습니다. URL을 정확하게 입력했는지 확인하십시오.
Korean,kr,The parts of the program to which access can be controlled are called Access Control Objects (ACOs). ,액세스가 제어 될 수있는 프로그램 부분을 액세스 제어 개체 (ACO)라고합니다.
Korean,kr,"The password must be at least eight characters, and should",비밀번호는 8 자 이상이어야하며
Korean,kr,The password you entered is invalid,당신이 입력 한 암호가 잘못되었습니다.
Korean,kr,The Past Ocular History (POH) and Past Medical History (PMH) are negative.,과거 안과 병력 (POH)과 과거 병력 (PMH)은 부정적입니다.
Korean,kr,The patient already registered to the group,그룹에 이미 등록 된 환자
Korean,kr,The patient record request has been recorded.,환자 기록 요청이 기록되어 있습니다.
Korean,kr,The patient reminders have been sent,환자 알림이 전송되었습니다
Korean,kr,The patient reminders have been updated,환자 경보가 업데이트되었습니다
Korean,kr,The patient was not logged in when submitting this form,이 양식을 제출할 때 환자가 로그인하지 않았습니다.
Korean,kr,The Patients Rights,환자 권리
Korean,kr,The payments posted cannot go below this date.This ensures that after taking the final report nobody post for previous dates.,게시 된 지불은이 날짜보다 늦을 수 없습니다. 이렇게하면 최종 보고서를 작성한 후 이전 날짜에 아무도 게시하지 않습니다.
Korean,kr,The portal has data for this patient and form. Load it now?,포털에는이 환자 및 양식에 대한 데이터가 있습니다. 지금로드?
Korean,kr,The raw data feed release can be obtained from,원시 데이터 피드 릴리스는 다음 위치에서 얻을 수 있습니다.
Korean,kr,"The remaining information below applies only if you are posting manually, or if you are doing manual corrections.",아래의 나머지 정보는 수동으로 게시하는 경우 또는 수동으로 수정하는 경우에만 적용됩니다.
Korean,kr,The requested document is not present at the expected location on the filesystem or there are not sufficient permissions to access it,요청한 문서가 파일 시스템의 예상 위치에 없거나 액세스 할 수있는 충분한 권한이 없습니다
Korean,kr,The requested document is not present at the expected location on the filesystem or there are not sufficient permissions to access it.,요청한 문서가 파일 시스템의 예상 위치에 없거나 액세스 할 수있는 충분한 권한이 없습니다.
Korean,kr,The screen refresh time in Seconds for the Patient Flow Board Screen.,환자 흐름 보드 화면의 화면 새로 고침 시간 (초).
Korean,kr,"The second (""source"") chart will have its demographics, history and insurance sections discarded.  Its other data will be merged into the target chart.","두 번째 ( ""소스"") 차트에는 인구 통계, 기록 및 보험 섹션이 삭제됩니다. 다른 데이터는 대상 차트에 병합됩니다."
Korean,kr,"The Source and Date columns are copied from the first page, so normally you will not need to touch those.  You can put a payment amount in the Pay column, an adjustment amount in the Adjust column, or both.  You can also click the ""W"" on the right to automatically compute an adjustment value that writes off the remainder of the charge for that line item.","원본 및 날짜 열은 첫 번째 페이지에서 복사되므로 일반적으로 해당 열을 만질 필요가 없습니다. 지불 열에 지불 금액, 조정 열에 조정 금액 또는 둘 다를 넣을 수 있습니다. 오른쪽의 'W'를 클릭하여 해당 광고 항목에 대한 청구 금액의 나머지 부분을 기록하는 조정 값을 자동으로 계산할 수도 있습니다."
Korean,kr,The staged files release dates are not all from the same release.,스테이지 파일 릴리스 날짜가 모두 동일한 릴리스의 날짜는 아닙니다.
Korean,kr,The staged files revisions are not all from the same release.,스테이지 파일 개정은 모두 동일한 릴리스의 파일 개정이 아닙니다.
Korean,kr,The staged US Extension SNOMED package can not be installed until after the International SNOMED package has been installed.,국제 SNOMED 패키지를 설치하기 전까지는 준비된 US Extension SNOMED 패키지를 설치할 수 없습니다.
Korean,kr,the status of three chronic/inactive problems,3 가지 만성 / 비활성 문제의 상태
Korean,kr,The suffix of the account.,계정의 접미사.
Korean,kr,The system does not permit uploading files of with size 0.,크기 0의 파일을 업로드 할 수 없습니다.
Korean,kr,The system does not permit uploading files with MIME content type,시스템에서 MIME 콘텐츠 형식의 파일 업로드를 허용하지 않습니다.
Korean,kr,The time granularity of the calendar and the smallest interval in minutes for an appointment slot.,약속 시간 슬롯에 대한 달력의 시간 단위 및 최소 간격 (분).
Korean,kr,The Title will be the name of the new group (ARO) that you are going to create.,제목은 만들 예정인 새 그룹 (ARO)의 이름이됩니다.
Korean,kr,The translated label that will appear on the form in current language,현재 언어로 된 양식에 번역 된 레이블
Korean,kr,The translated Title that will appear in current language,현재 번역 된 제목으로 번역 된 제목
Korean,kr,The translation of description in current language,현재 언어의 설명 번역
Korean,kr,The translation tables are synchronized.,변환 테이블은 동기화됩니다.
Korean,kr,The type of this entity,이 엔티티의 유형
Korean,kr,The user's actual privileges are determined by the access to the parts of the program i.e. (ACO) that each group (ARO) has.,사용자의 실제 권한은 프로그램의 각 부분 (ARO)에 대한 액세스 (ACO)에 의해 결정됩니다.
Korean,kr,The vendor-specific code identifying this procedure or result,이 프로 시저 또는 결과를 식별하는 벤더 특정 코드
Korean,kr,"The X12 files as well as the resulting HTML output reports are archived in the ""era"" subdirectory of the main OpenEMR installation directory.  You will want to refer to these archives from time to time.  The URL is ","X12 파일과 결과 HTML 출력 보고서는 기본 OpenEMR 설치 디렉토리의 ""era""서브 디렉토리에 아카이브됩니다. 이러한 아카이브는 수시로 참조하는 것이 좋습니다. URL은입니다."
Korean,kr,The zip file will contain the following items,zip 파일에는 다음 항목이 포함됩니다.
Korean,kr,Theme,테마
Korean,kr,Theme of the tabs layout (need to logout and then login to see this new setting).,탭 레이아웃의 테마 (이 새로운 설정을 보려면 로그 아웃 한 다음 로그인해야합니다.)
Korean,kr,Theme of the tabs layout (need to logout and then login to see this new setting). Note this is only applicable if use the Light or Manila general theme below.,탭 레이아웃의 테마 (이 새로운 설정을 보려면 로그 아웃 한 다음 로그인해야합니다.) 아래의 라이트 또는 마닐라 일반 테마를 사용하는 경우에만 적용됩니다.
Korean,kr,Then the raw data feed release can be obtained from,그런 다음 원시 데이터 피드 릴리스를 다음 위치에서 얻을 수 있습니다.
Korean,kr,Therapeutic Injections,치료 주사
Korean,kr,Therapy,요법
Korean,kr,Therapy group,치료 그룹
Korean,kr,Therapy Group,치료 그룹
Korean,kr,Therapy Group Encounter,치료 그룹 만남
Korean,kr,Therapy Group Finder,치료 그룹 파인더
Korean,kr,There are,있다
Korean,kr,There are currently no prescriptions,현재 처방전이 없습니다.
Korean,kr,There are errors with your submission.  These are outlined below.,제출시 오류가 있습니다. 아래에 요약되어 있습니다.
Korean,kr,There are multiple patients with portal login,포털 로그인이있는 환자가 여러 명 있습니다.
Korean,kr,There are no charts checked out.,체크 아웃 된 차트가 없습니다.
Korean,kr,There are no disclosures recorded for this patient.,이 환자에 대한 기록은 없습니다.
Korean,kr,There are no Glasses or Contact Lens Presciptions on file for this patient,이 환자의 파일에는 안경 또는 콘택트 렌즈 프리젠 테이션이 없습니다.
Korean,kr,There are no New Submissions,새로운 제출물이 없습니다.
Korean,kr,There are no notes on file for this patient.,이 환자의 파일에 대한 메모가 없습니다.
Korean,kr,There are no record(s) found.,레코드가 없습니다.
Korean,kr,There are no transactions on file for this patient.,이 환자의 파일에는 거래가 없습니다.
Korean,kr,"There are three actions that can be performed here - edit an existing group (ARO), add a new group (ARO) or delete an existing group (ARO).","여기서 수행 할 수있는 작업은 기존 그룹 편집 (ARO), 새 그룹 추가 (ARO) 또는 기존 그룹 삭제 (ARO)입니다."
Korean,kr,There has been a mail error sending to,다음 주소로 메일 오류가 전송되었습니다.
Korean,kr,There is a lab order,실험실 명령이 있습니다.
Korean,kr,There is a Post error,게시물 오류가 있습니다.
Korean,kr,There is already a category named,이미 카테고리가 있습니다.
Korean,kr,There is already a subcategory named,이미 하위 카테고리가 있습니다.
Korean,kr,There is already an item named,이미 항목이 있습니다.
Korean,kr,There is already an open patient record request.,이미 공개 환자 기록 요청이 있습니다.
Korean,kr,There is no COA entry for AR account ,AR 계정에 대한 COA 항목이 없습니다.
Korean,kr,There is no COA entry for cash account ,현금 계정에 대한 COA 항목이 없습니다.
Korean,kr,There is no COA entry for income account ,소득 계정에 대한 COA 항목이 없습니다.
Korean,kr,There is no current patient,현재 환자가 없습니다.
Korean,kr,There is no local content for this topic.,이 주제에 대한 로컬 컨텐츠가 없습니다.
Korean,kr,There is no match for invoice id,인보이스 ID와 일치하는 항목이 없습니다.
Korean,kr,There is no match for invoice id = ,인보이스 ID와 일치하는 항목이 없습니다. =
Korean,kr,There is no parts entry for services ID ,서비스 ID에 대한 부품 입력이 없습니다.
Korean,kr,There is no patient with portal login,포털 로그인 환자가 없습니다.
Korean,kr,There was a problem sending the message.,메시지를 보내는 중에 문제가 발생했습니다.
Korean,kr,There was an error while processing your request.,요청을 처리하는 중에 오류가 발생했습니다.
Korean,kr,There was an OpenEMR SQL Escaping ERROR of the following string,다음 문자열에서 OpenEMR SQL Escaping ERROR가 발생했습니다.
Korean,kr,"These ACOs are grouped into ten broad categories that are part of the default installation. They are - Administration, Accounting, Patient Information, Encounter Information, Squads, Sensitivities, Lists, Placeholder, Nation Notes and Patient Portal. Each of these categories has one or several sub-categories that provide access to specific parts of the program.","이러한 ACO는 기본 설치의 일부인 10 개의 광범위한 범주로 그룹화됩니다. 관리, 회계, 환자 정보, 만남 정보, 분대, 감수성, 목록, 자리 표시 자, 국가 메모 및 환자 포털입니다. 이러한 각 범주에는 프로그램의 특정 부분에 대한 액세스를 제공하는 하나 또는 여러 개의 하위 범주가 있습니다."
Korean,kr,These are the 2012 links,2012 년 링크입니다.
Korean,kr,These groups (AROs) can then be given a set of privileges by assigning different categories (ACOs).,그런 다음이 그룹 (ARO)에 다른 범주 (ACO)를 지정하여 권한 집합을 부여 할 수 있습니다.
Korean,kr,"These lists are used to determine who can access what in openEMR. They work in a top down manner, i.e. initially everybody is denied access to those parts of the program controlled by the ACL.",이 목록은 openEMR에서 누가 액세스 할 수 있는지 결정하는 데 사용됩니다. 그것들은 하향식 방식으로 작동합니다. 즉 처음에는 모든 사람이 ACL에 의해 제어되는 프로그램의 해당 부분에 대한 액세스가 거부됩니다.
Korean,kr,These sub-categories represent the actual Access Control Objects (ACOs).,이 하위 범주는 실제 ACO (액세스 제어 개체)를 나타냅니다.
Korean,kr,Thickened Right:,두껍게 오른쪽 :
Korean,kr,Thigh,대퇴골
Korean,kr,Thigh + hamstring,허벅지 + 햄스트링
Korean,kr,Things that back office can only read,뒷 사무실에서만 읽을 수있는 것들
Korean,kr,Things that back office can read and enter but not modify,뒷 사무실에서 읽고 입력 할 수 있지만 수정할 수없는 항목
Korean,kr,Things that back office can read and modify,뒷 사무실에서 읽고 수정할 수있는 사항
Korean,kr,Things that back office can read and partly modify,뒷 사무실에서 읽고 수정할 수있는 사항
Korean,kr,Things that clinicians can only read,임상의가 읽을 수있는 것
Korean,kr,Things that clinicians can read and enter but not modify,임상의가 읽고 입력 할 수 있지만 수정할 수없는 사항
Korean,kr,Things that clinicians can read and modify,임상의가 읽고 수정할 수있는 것들
Korean,kr,Things that clinicians can read and partly modify,임상의가 읽고 수정할 수있는 것들
Korean,kr,Things that front office can only read,프런트 오피스에서만 읽을 수있는 것들
Korean,kr,Things that front office can read and enter but not modify,프런트 오피스가 읽고 입력 할 수 있지만 수정할 수없는 사항
Korean,kr,Things that front office can read and modify,프런트 오피스가 읽고 수정할 수있는 사항
Korean,kr,Things that front office can read and partly modify,프론트 오피스가 읽고 부분적으로 수정할 수있는 사항
Korean,kr,Things that physicians can only read,의사 만 읽을 수있는 것
Korean,kr,Things that physicians can read and enter but not modify,의사가 읽고 입력 할 수 있지만 수정할 수없는 사항
Korean,kr,Things that physicians can read and modify,의사가 읽고 수정할 수있는 것
Korean,kr,Things that physicians can read and partly modify,의사가 읽고 부분적으로 수정할 수있는 사항
Korean,kr,Third,제삼
Korean,kr,Third account message,세 번째 계정 메시지
Korean,kr,This account already exists.,이 계정은 이미 사용중입니다.
Korean,kr,This action CANNOT be undone.,이 작업은 실행 취소 할 수 없습니다.
Korean,kr,This action cannot be undone.,이 작업은 실행 취소 할 수 없습니다.
Korean,kr,This action cannot be undone. Are you sure you wish to delete this form?,이 작업은 실행 취소 할 수 없습니다. 이 양식을 삭제 하시겠습니까?
Korean,kr,This action will be logged,이 작업이 기록됩니다.
Korean,kr,This action will reset your claim!,이 조치는 귀하의 주장을 다시 설정합니다!
Korean,kr,This Allows a Date Range to be Selected in Patient Flow Board.,환자 흐름 보드에서 날짜 범위를 선택할 수 있습니다.
Korean,kr,"This appointment slot is already used, please choose another.",이 약속 시간대가 이미 사용되었습니다. 다른 세션을 선택하십시오.
Korean,kr,"This appointment slot is already used, use it anyway?",이 약속 시간대 슬롯은 이미 사용 중이며 어쨌든 사용합니까?
Korean,kr,"This appointment slot is not available, please choose another.",이 약속 시간대를 사용할 수 없습니다. 다른 번호를 선택하십시오.
Korean,kr,This Calendar Year,이 달력 연도
Korean,kr,This claim has been canceled.,이 소유권 주장이 취소되었습니다.
Korean,kr,This claim has been closed.,이 소유권 주장은 종결되었습니다.
Korean,kr,This claim has been denied.Reason:-,이 소유권 주장이 거부되었습니다. 이유 : -
Korean,kr,This claim has been forwarded to next level.,이 소유권 주장은 다음 단계로 전달되었습니다.
Korean,kr,This code type does not accept relations.,이 코드 유형은 관계를 허용하지 않습니다.
Korean,kr,"This context contains categories, which will be deleted. Do you still want to continue?",이 컨텍스트에는 삭제할 범주가 들어 있습니다. 계속 하시겠습니까?
Korean,kr,This Conversation,이 대화
Korean,kr,This determines how appointments display on the calendar.,일정에 약속이 표시되는 방식을 결정합니다.
Korean,kr,This determines which color schema used for appointment,이것은 약속에 사용 된 색상 스키마를 결정합니다.
Korean,kr,This Enables provider in line item in the fee sheet,이렇게하면 수수료 시트의 품목 내 공급자가 사용 가능합니다.
Korean,kr,This Encounter,이 만남
